CustomerID,Name,Age,Gender,SubscriptionType,SubscriptionDate,LastLoginDate,TotalSessions,FeedbackScore,IsChurned
CUST00313,Mark Green,22,Male,Monthly,2024-11-07,2026-01-09,23,7,0
CUST00314,Debra Roberts,27,Male,Yearly,2023-11-20,2025-12-16,7,8,0
CUST00315,Kathleen Adams,41,Male,Yearly,2024-10-19,2026-01-12,17,10,0
CUST00316,Ritu Roberts,22,Male,Quarterly,2025-12-31,2026-01-13,5,6,0
CUST00317,Ritu Iyer,33,Male,Yearly,2023-12-27,2026-01-13,19,6,0
CUST00318,Rohan Sanchez,37,Female,Monthly,2024-08-15,2026-01-15,7,9,0
CUST00319,Joshua Torres,33,Female,Yearly,2024-11-17,2025-12-12,26,7,0
CUST00320,Angela Young,39,Female,Monthly,2025-10-29,2026-01-03,22,7,0
CUST00321,Vikram Davis,41,Male,Quarterly,2024-06-10,2026-01-15,28,7,0
CUST00322,Jack Perez,41,Female,Quarterly,2024-01-31,2025-06-21,3,6,1
CUST00323,Meera Sanchez,26,Female,Quarterly,2023-06-27,2026-01-09,32,7,0
CUST00324,Lisa Rodriguez,18,Male,Yearly,2023-01-14,2025-12-31,19,6,0
CUST00325,Laura Carter,43,Male,Monthly,2023-01-24,2025-08-31,2,3,1
CUST00326,Alexander Thomas,16,Male,Monthly,2024-09-20,2025-06-09,2,1,1
CUST00327,Nicholas Nair,16,Female,Quarterly,2024-09-28,2025-12-06,24,8,0
CUST00328,Suresh Jackson,38,Male,Monthly,2023-10-01,2025-12-17,10,7,0
CUST00329,Janet Hill,33,Male,Quarterly,2025-08-22,2026-01-02,8,9,0
CUST00330,Ruth Thomas,43,Female,Quarterly,2023-06-17,2025-12-13,16,7,0
CUST00331,Raymond White,36,Male,Quarterly,2023-05-07,2025-12-14,1,6,0
CUST00332,Betty Torres,26,Female,Monthly,2025-12-01,2025-12-05,0,3,1
CUST00333,Catherine Nguyen,53,Female,Yearly,2025-07-01,2025-12-17,23,6,0
CUST00334,Thomas Allen,40,Male,Quarterly,2025-08-04,2025-12-27,29,8,0
CUST00335,Patrick Johnson,34,Male,Yearly,2024-03-22,2026-01-13,12,8,0
CUST00336,Jason Thompson,38,Female,Quarterly,2023-05-04,2026-01-11,25,8,0
CUST00337,Vivek Walker,45,Male,Monthly,2023-10-05,2025-12-20,13,9,0
CUST00338,Melissa Mehta,36,Male,Yearly,2025-02-12,2025-12-12,34,6,0
CUST00339,Sarah Adams,53,Female,Monthly,2025-03-15,2026-01-01,19,6,0
CUST00340,Pooja Smith,28,Female,Yearly,2025-08-06,2025-12-12,15,7,0
CUST00341,Jason Wright,39,Male,Monthly,2025-08-01,2025-09-22,2,4,1
CUST00342,Matthew Nair,57,Female,Quarterly,2023-03-07,2025-12-20,31,7,0
CUST00343,Brandon Roberts,34,Female,Yearly,2024-05-07,2026-01-09,18,8,0
CUST00344,Scott Williams,22,Male,Quarterly,2023-04-10,2025-11-20,3,1,1
CUST00345,Stephanie Lewis,38,Male,Monthly,2023-04-26,2025-09-18,5,3,1
CUST00346,Sandra Gupta,51,Female,Quarterly,2024-10-18,2025-10-26,0,1,1
CUST00347,Gregory King,36,Male,Monthly,2023-05-05,2025-12-09,26,9,0
CUST00348,Kavita Mitchell,28,Female,Quarterly,2025-05-24,2026-01-12,26,7,0
CUST00349,Brian Adams,32,Female,Quarterly,2024-10-14,2025-12-20,25,8,0
CUST00350,Karen Martin,16,Male,Quarterly,2025-08-27,2025-10-05,8,6,1
CUST00351,Joshua Kumar,27,Female,Yearly,2023-04-29,2025-12-20,21,8,0
CUST00352,Anna King,36,Male,Monthly,2024-02-21,2025-11-11,2,2,1
CUST00353,Ananya Lewis,33,Female,Monthly,2024-01-26,2025-08-27,7,5,1
CUST00354,Frank Hill,29,Female,Yearly,2024-01-21,2025-12-09,24,3,0
CUST00355,Patrick Nelson,46,Female,Monthly,2024-11-12,2025-11-28,0,3,1
CUST00356,Margaret Nair,21,Male,Quarterly,2025-09-07,2025-12-08,7,9,0
CUST00357,Raymond Wilson,28,Male,Monthly,2024-10-20,2025-12-22,20,7,0
CUST00358,Cynthia Wright,39,Female,Monthly,2025-01-06,2025-12-15,18,5,0
CUST00359,Cynthia Miller,44,Female,Quarterly,2024-10-17,2025-12-23,14,4,0
CUST00360,Kenneth Clark,29,Male,Yearly,2023-10-26,2025-07-13,8,5,1
CUST00361,Vivek Nguyen,30,Female,Monthly,2023-11-09,2025-10-04,2,3,1
CUST00362,Timothy Torres,56,Female,Monthly,2024-11-22,2025-07-29,5,4,1
CUST00363,Patrick Adams,45,Female,Monthly,2024-12-22,2025-07-15,4,3,1
CUST00364,Gary Lopez,31,Female,Quarterly,2023-05-01,2026-01-11,17,7,0
CUST00365,Neha Nelson,42,Male,Monthly,2023-10-09,2026-01-01,18,8,0
CUST00366,David Rivera,33,Male,Monthly,2025-07-22,2025-08-01,4,1,1
CUST00367,Ritu Walker,44,Female,Monthly,2025-12-25,2026-01-15,20,8,0
CUST00368,Robert King,16,Female,Quarterly,2024-08-10,2025-06-12,10,3,1
CUST00369,Sharon Patel,46,Female,Monthly,2023-07-17,2025-12-31,9,8,0
CUST00370,Matthew Flores,22,Female,Yearly,2024-07-01,2026-01-10,13,10,0
CUST00371,Melissa Sanchez,31,Male,Monthly,2024-04-07,2025-11-11,4,5,1
CUST00372,Katherine Kumar,39,Female,Monthly,2025-04-10,2025-07-13,4,4,1
CUST00373,Jacob Brown,60,Female,Quarterly,2023-06-19,2025-12-19,17,7,0
CUST00374,Samuel Sharma,45,Male,Yearly,2023-07-15,2026-01-13,26,9,0
CUST00375,Sandra Wilson,41,Female,Quarterly,2025-08-31,2025-11-12,0,7,1
CUST00376,Debra Nair,21,Male,Quarterly,2023-03-09,2025-09-12,4,2,1
CUST00377,Robert Wilson,33,Female,Quarterly,2025-03-26,2025-12-27,20,7,0
CUST00378,Christopher Torres,38,Male,Yearly,2025-03-07,2025-12-12,30,7,0
CUST00379,Kevin Harris,31,Female,Monthly,2023-06-10,2025-12-24,25,9,0
CUST00380,Michael Miller,20,Male,Yearly,2024-11-28,2025-12-07,22,8,0
CUST00381,Scott Sanchez,30,Other,Monthly,2024-07-13,2025-12-18,29,7,0
CUST00382,Gary Anderson,35,Male,Yearly,2025-06-03,2025-12-09,16,7,0
CUST00383,Gregory Harris,21,Male,Quarterly,2024-05-19,2026-01-10,6,9,0
CUST00384,Paul Martinez,24,Male,Quarterly,2023-11-12,2025-12-26,10,4,0
CUST00385,George Miller,26,Male,Yearly,2025-06-29,2025-12-29,7,9,0
CUST00386,Susan Rodriguez,45,Male,Monthly,2025-11-15,2025-11-25,1,8,1
CUST00387,Barbara Thompson,44,Female,Quarterly,2024-10-26,2026-01-15,15,3,0
CUST00388,Donna Clark,59,Male,Monthly,2024-05-12,2026-01-05,6,4,0
CUST00389,Debra Harris,45,Male,Monthly,2024-07-03,2026-01-11,37,9,0
CUST00390,Nancy Ramirez,40,Male,Monthly,2023-06-07,2025-09-29,5,5,1
CUST00391,Patrick Green,42,Female,Quarterly,2025-07-26,2025-09-15,4,4,1
CUST00392,James Sanchez,33,Male,Quarterly,2024-11-05,2025-12-19,11,6,0
CUST00393,Neha Gupta,16,Female,Yearly,2023-10-06,2025-12-08,17,5,0
CUST00394,Alexander Gonzalez,21,Male,Monthly,2025-03-26,2025-12-28,19,9,0
CUST00395,Jack Hall,44,Female,Yearly,2024-05-11,2025-12-29,5,5,0
CUST00396,Neha Sharma,44,Male,Monthly,2024-02-14,2025-12-12,10,6,0
CUST00397,Lisa Baker,40,Female,Monthly,2025-08-03,2026-01-02,10,7,0
CUST00398,Jeffrey Patel,19,Male,Quarterly,2025-04-17,2026-01-07,13,7,0
CUST00399,Samantha Martin,16,Male,Quarterly,2025-05-16,2026-01-11,21,7,0
CUST00400,Laura Hill,40,Male,Monthly,2025-11-03,2025-12-20,19,9,0
CUST00401,Helen Williams,35,Female,Monthly,2023-06-24,2025-09-29,2,4,1
CUST00402,Gregory Nelson,39,Male,Quarterly,2023-04-01,2025-12-21,18,7,0
CUST00403,Dennis Perez,26,Other,Monthly,2023-01-22,2025-10-06,2,1,1
CUST00404,Shirley Mitchell,53,Female,Quarterly,2024-03-28,2025-12-21,8,6,0
CUST00405,Cynthia Roberts,26,Female,Quarterly,2023-11-05,2026-01-14,25,6,0
CUST00406,Kathleen Miller,47,Male,Yearly,2023-06-25,2025-10-26,1,4,1
CUST00407,Brian Martin,24,Male,Quarterly,2025-12-03,2025-12-16,35,5,0
CUST00408,Richard Lewis,37,Female,Monthly,2023-05-18,2025-11-02,5,4,1
CUST00409,Robert Kumar,31,Male,Monthly,2023-12-03,2025-12-31,16,7,0
CUST00410,Eric Lopez,32,Female,Monthly,2025-05-23,2026-01-01,25,10,0
CUST00411,Anjali Sanchez,27,Female,Monthly,2025-06-04,2025-06-27,0,4,1
CUST00412,Sanjay Gonzalez,62,Male,Monthly,2023-01-10,2026-01-02,11,9,0
CUST00413,Emily Carter,52,Female,Quarterly,2023-07-28,2025-12-12,13,8,0
CUST00414,Lisa White,51,Male,Monthly,2024-06-21,2025-12-15,14,6,0
CUST00415,Angela Green,27,Male,Monthly,2025-03-14,2025-12-24,9,6,0
CUST00416,Amanda Kumar,20,Male,Monthly,2024-09-01,2025-12-09,18,6,0
CUST00417,William Baker,36,Male,Monthly,2024-09-17,2025-08-28,0,4,1
CUST00418,Alexander Martinez,43,Female,Monthly,2023-10-10,2025-12-19,2,7,0
CUST00419,Lisa Young,47,Female,Quarterly,2023-12-21,2025-12-15,8,9,0
CUST00420,Andrew Rodriguez,38,Male,Yearly,2023-04-20,2026-01-15,12,7,0
CUST00421,Gary Rodriguez,40,Male,Monthly,2025-11-01,2025-12-20,18,8,0
CUST00422,Debra Young,23,Male,Yearly,2025-09-27,2025-09-28,4,1,1
CUST00423,Rahul Carter,32,Male,Monthly,2024-04-05,2026-01-05,10,6,0
CUST00424,Maria Robinson,47,Female,Quarterly,2025-10-11,2026-01-08,26,8,0
CUST00425,Brenda Davis,21,Male,Quarterly,2025-01-21,2026-01-13,15,9,0
CUST00426,Ruth Campbell,35,Male,Monthly,2025-05-20,2025-06-17,10,4,1
CUST00427,Dennis Thomas,36,Male,Yearly,2025-07-10,2026-01-10,15,7,0
CUST00428,Jeffrey Verma,32,Other,Quarterly,2024-04-30,2025-07-04,6,5,1
CUST00429,Alexander Thompson,25,Female,Quarterly,2025-05-26,2025-10-27,0,1,1
CUST00430,Priya Wilson,39,Female,Yearly,2024-12-19,2025-12-08,9,4,0
CUST00431,Jonathan Hernandez,38,Male,Quarterly,2024-08-15,2025-12-14,37,7,0
CUST00432,Amit Baker,43,Female,Monthly,2025-04-22,2025-12-29,18,7,0
CUST00433,Divya Adams,44,Male,Yearly,2024-05-26,2025-09-10,3,4,1
CUST00434,Pooja Thomas,37,Female,Quarterly,2025-09-29,2025-10-04,1,5,1
CUST00435,Benjamin Clark,32,Male,Monthly,2023-07-10,2025-09-21,1,5,1
CUST00436,Alexander Nair,24,Female,Monthly,2025-09-26,2025-12-01,4,4,1
CUST00437,Aditya Roberts,45,Female,Monthly,2025-07-27,2025-12-24,21,7,0
CUST00438,Sneha Jones,42,Female,Monthly,2025-05-29,2025-12-15,29,8,0
CUST00439,Paul Lee,34,Female,Monthly,2023-09-25,2025-12-15,7,5,0
CUST00440,Priya Perez,30,Female,Quarterly,2023-04-05,2025-08-06,2,3,1
CUST00441,Robert Davis,34,Female,Monthly,2025-07-23,2025-08-14,5,4,1
CUST00442,Betty Hall,39,Female,Yearly,2024-09-10,2025-12-29,18,4,0
CUST00443,Barbara Adams,23,Male,Monthly,2023-12-05,2025-06-24,3,2,1
CUST00444,Michelle Campbell,40,Female,Monthly,2023-07-06,2026-01-15,30,9,0
CUST00445,Margaret Walker,31,Male,Quarterly,2025-11-29,2026-01-15,29,7,0
CUST00446,Mary Hall,30,Male,Monthly,2025-05-14,2025-12-16,13,6,0
CUST00447,Elizabeth Anderson,29,Male,Quarterly,2023-07-29,2025-08-29,4,4,1
CUST00448,Kavita Martin,34,Male,Quarterly,2023-09-30,2026-01-06,21,9,0
CUST00449,David King,44,Female,Quarterly,2023-12-03,2026-01-02,6,3,0
CUST00450,Benjamin Mitchell,44,Male,Monthly,2025-06-25,2026-01-10,7,6,0
CUST00451,Meera Miller,21,Male,Monthly,2025-02-25,2025-08-14,0,5,1
CUST00452,Kenneth Sharma,42,Male,Monthly,2023-06-22,2025-07-01,2,1,1
CUST00453,Scott Campbell,27,Female,Quarterly,2023-02-24,2025-12-27,21,5,0
CUST00454,Anthony King,36,Female,Monthly,2025-03-13,2025-11-18,3,5,1
CUST00455,Priya Mehta,35,Female,Monthly,2025-03-01,2025-07-27,1,6,1
CUST00456,Samantha Hill,32,Male,Yearly,2023-01-25,2025-12-26,17,5,0
CUST00457,Thomas Harris,29,Female,Quarterly,2025-01-18,2026-01-04,10,7,0
CUST00458,Ruth Walker,52,Female,Quarterly,2023-02-04,2026-01-15,7,4,0
CUST00459,Kimberly Wilson,50,Male,Monthly,2025-03-26,2025-12-06,16,6,0
CUST00460,Catherine Allen,45,Female,Monthly,2025-04-03,2025-07-17,2,7,1
CUST00461,Jonathan Flores,41,Male,Monthly,2023-06-11,2026-01-02,14,10,0
CUST00462,Vikram Martinez,27,Female,Monthly,2023-05-16,2025-08-12,6,4,1
CUST00463,Carolyn Kumar,48,Male,Monthly,2025-06-08,2025-06-28,8,4,1
CUST00464,Nicole Brown,25,Male,Quarterly,2023-12-26,2025-10-27,5,2,1
CUST00465,Rachel Smith,56,Male,Yearly,2025-12-07,2025-12-30,19,6,0
CUST00466,Nancy White,36,Male,Quarterly,2024-07-04,2026-01-08,7,5,0
CUST00467,Jerry Mehta,47,Male,Yearly,2024-07-11,2025-12-30,12,5,0
CUST00468,Catherine Torres,39,Female,Monthly,2025-11-12,2025-11-22,7,5,1
CUST00469,Nancy White,44,Male,Quarterly,2023-08-25,2025-07-24,1,1,1
CUST00470,James Williams,50,Female,Monthly,2023-04-05,2025-12-22,15,6,0
CUST00471,Suresh Martinez,48,Male,Yearly,2023-03-14,2025-12-20,22,7,0
CUST00472,Mark Lee,57,Male,Yearly,2024-10-17,2026-01-11,12,8,0
CUST00473,Brenda White,34,Male,Quarterly,2023-04-18,2025-07-22,4,6,1
CUST00474,Jennifer Sanchez,39,Male,Monthly,2024-08-01,2025-12-27,22,8,0
CUST00475,Dorothy Garcia,29,Female,Monthly,2024-02-15,2025-09-15,1,2,1
CUST00476,Jack Flores,16,Male,Monthly,2025-10-07,2026-01-03,34,5,0
CUST00477,Carolyn Mehta,31,Female,Quarterly,2023-11-05,2025-08-19,3,4,1
CUST00478,Patricia Anderson,42,Female,Quarterly,2023-01-20,2026-01-15,24,6,0
CUST00479,Ruth Nelson,32,Male,Quarterly,2024-09-21,2025-07-19,4,3,1
CUST00480,Donald Clark,51,Female,Monthly,2023-10-19,2026-01-10,21,8,0
CUST00481,Jennifer Iyer,41,Male,Yearly,2025-04-25,2025-12-23,27,7,0
CUST00482,Ryan Mitchell,19,Male,Monthly,2023-10-01,2025-12-21,21,6,0
CUST00483,Elizabeth Nguyen,28,Female,Monthly,2023-09-25,2025-09-26,5,6,1
CUST00484,Sneha Lee,34,Female,Monthly,2024-10-30,2025-09-23,4,7,1
CUST00485,Sandra Jones,36,Female,Monthly,2023-08-12,2025-10-20,11,5,1
CUST00486,Laura Robinson,16,Male,Monthly,2025-01-03,2026-01-02,24,7,0
CUST00487,Laura Martin,48,Male,Yearly,2023-07-05,2025-12-27,23,7,0
CUST00488,Arjun Rivera,20,Female,Monthly,2024-11-02,2025-09-29,3,2,1
CUST00489,Amanda Sanchez,27,Female,Quarterly,2024-06-16,2026-01-04,22,9,0
CUST00490,Patricia Sanchez,38,Female,Quarterly,2024-05-26,2025-11-05,0,5,1
CUST00491,Anjali Sharma,47,Male,Monthly,2024-03-31,2025-08-21,2,3,1
CUST00492,Melissa Baker,34,Female,Quarterly,2024-06-14,2026-01-11,11,8,0
CUST00493,Robert Jones,32,Male,Quarterly,2023-09-21,2025-09-08,5,2,1
CUST00494,Jessica Williams,29,Female,Monthly,2025-06-06,2025-12-21,23,6,0
CUST00495,Amy Johnson,52,Male,Monthly,2024-12-25,2025-10-15,2,4,1
CUST00496,Emily Moore,44,Male,Monthly,2024-05-18,2025-12-15,6,4,0
CUST00497,Edward Reddy,17,Female,Monthly,2024-07-26,2025-08-16,7,3,1
CUST00498,Betty Adams,62,Female,Quarterly,2023-02-09,2025-12-24,13,7,0
CUST00499,Kathleen Wright,50,Female,Monthly,2025-10-25,2025-10-28,10,7,1
CUST00500,Patricia Lee,47,Female,Monthly,2024-07-29,2025-08-03,7,5,1
CUST00501,Angela Thompson,42,Female,Yearly,2023-11-23,2025-06-16,2,2,1
CUST00502,Donald Moore,33,Female,Quarterly,2023-04-25,2026-01-01,16,6,0
CUST00503,Brenda Kumar,41,Other,Monthly,2023-12-22,2025-07-03,6,4,1
CUST00504,Kenneth Patel,50,Female,Monthly,2023-02-27,2025-12-24,8,7,0
CUST00505,Larry Torres,26,Male,Yearly,2025-10-05,2026-01-04,3,7,0
CUST00506,Gary Williams,32,Male,Monthly,2024-03-24,2025-08-01,8,5,1
CUST00507,James Perez,22,Female,Monthly,2023-09-25,2025-10-17,9,6,1
CUST00508,Suresh Patel,40,Female,Monthly,2023-02-14,2025-10-26,3,2,1
CUST00509,Maria Davis,29,Female,Yearly,2023-05-29,2025-12-21,26,10,0
CUST00510,Pamela Miller,50,Male,Monthly,2023-11-19,2025-12-19,14,5,0
CUST00511,Rahul Green,35,Other,Quarterly,2023-12-23,2025-12-11,3,7,0
CUST00512,Alexander Reddy,32,Female,Quarterly,2024-04-02,2026-01-04,14,4,0
CUST00513,Timothy Martin,39,Female,Monthly,2023-12-30,2025-12-10,13,5,0
CUST00514,Ronald Kumar,16,Other,Yearly,2023-03-08,2025-09-11,3,7,1
CUST00515,Suresh Patel,52,Other,Monthly,2023-08-02,2026-01-06,14,6,0
CUST00516,Kevin Mitchell,39,Male,Monthly,2024-10-16,2025-11-09,1,4,1
CUST00517,Arjun Rivera,42,Female,Quarterly,2024-11-18,2025-12-30,27,7,0
CUST00518,Anthony Thomas,31,Female,Monthly,2023-08-10,2026-01-12,10,6,0
CUST00519,Deborah Lewis,31,Female,Yearly,2025-04-27,2025-12-22,20,8,0
CUST00520,Brian Wright,25,Male,Yearly,2024-04-06,2025-11-13,8,3,1
CUST00521,Anjali Kumar,33,Male,Monthly,2024-06-18,2026-01-11,12,3,0
CUST00522,Carol Hernandez,43,Female,Monthly,2023-06-03,2026-01-10,23,6,0
CUST00523,Carol Hill,34,Other,Yearly,2023-03-05,2026-01-05,22,4,0
CUST00524,Nicole Reddy,28,Male,Monthly,2024-11-09,2025-10-14,6,1,1
CUST00525,Edward Hall,37,Female,Yearly,2024-06-27,2025-12-27,7,7,0
CUST00526,Donald Miller,33,Male,Quarterly,2025-10-02,2025-10-03,0,6,1
CUST00527,Jason Garcia,25,Male,Quarterly,2025-09-10,2025-11-25,1,4,1
CUST00528,Anthony Hernandez,46,Female,Yearly,2025-08-27,2025-12-27,9,7,0
CUST00529,Priya Sanchez,38,Male,Yearly,2024-06-26,2025-07-15,6,4,1
CUST00530,Deborah Lopez,29,Male,Monthly,2024-01-18,2025-09-25,1,4,1
CUST00531,Jeffrey Robinson,22,Male,Yearly,2023-05-07,2025-06-14,0,4,1
CUST00532,Richard Garcia,43,Female,Yearly,2025-04-27,2025-12-09,0,5,0
CUST00533,Sandra Scott,40,Male,Monthly,2025-12-06,2025-12-14,10,4,1
CUST00534,Brenda Reddy,25,Male,Monthly,2025-03-19,2026-01-13,16,9,0
CUST00535,Nicholas Torres,26,Female,Yearly,2023-10-29,2025-08-09,1,3,1
CUST00536,Daniel Hernandez,23,Other,Yearly,2023-09-16,2025-11-11,4,7,1
CUST00537,Debra Ramirez,37,Male,Yearly,2023-10-30,2025-12-30,15,6,0
CUST00538,Kenneth Iyer,16,Female,Yearly,2023-06-28,2025-12-21,25,7,0
CUST00539,Stephen Lee,32,Female,Quarterly,2023-01-26,2025-12-07,43,7,0
CUST00540,Pamela King,25,Female,Monthly,2023-11-03,2025-07-04,2,6,1
CUST00541,Justin Carter,35,Other,Monthly,2023-08-05,2026-01-09,6,8,0
CUST00542,Priya Jackson,26,Female,Yearly,2025-04-21,2025-12-15,32,8,0
CUST00543,Brenda Hill,29,Male,Monthly,2025-04-05,2025-06-29,7,4,1
CUST00544,Debra Hall,43,Male,Monthly,2024-11-09,2026-01-12,21,6,0
CUST00545,Janet Walker,26,Female,Yearly,2023-02-11,2025-12-27,26,6,0
CUST00546,Michelle Moore,29,Female,Yearly,2023-07-21,2026-01-01,10,7,0
CUST00547,Sarah Martin,56,Other,Monthly,2024-10-19,2025-08-17,0,4,1
CUST00548,Nicole Adams,49,Male,Monthly,2025-04-13,2025-12-13,17,7,0
CUST00549,Aditya White,22,Female,Quarterly,2023-11-22,2025-07-25,5,3,1
CUST00550,Stephanie Rodriguez,44,Female,Quarterly,2023-03-01,2025-10-11,7,8,1
CUST00551,Rohan Brown,40,Male,Monthly,2025-01-08,2025-12-29,20,7,0
CUST00552,Melissa Gupta,30,Male,Monthly,2023-09-11,2025-12-31,20,6,0
CUST00553,Melissa Young,35,Female,Monthly,2025-08-29,2025-12-24,28,5,0
CUST00554,Brian Hernandez,46,Female,Monthly,2023-07-05,2025-08-25,7,3,1
CUST00555,Michael Hernandez,16,Female,Quarterly,2024-03-14,2026-01-01,13,9,0
CUST00556,Frank Wilson,33,Male,Monthly,2023-02-11,2026-01-15,10,6,0
CUST00557,Jacob Iyer,43,Male,Monthly,2023-01-18,2025-06-29,5,3,1
CUST00558,Vikram Martin,29,Female,Quarterly,2024-07-17,2025-12-22,14,5,0
CUST00559,Karan Thompson,51,Male,Monthly,2024-09-10,2025-12-07,15,9,0
CUST00560,Ronald Nguyen,50,Male,Quarterly,2025-02-05,2025-12-08,25,6,0
CUST00561,Nicole Jackson,38,Male,Monthly,2023-05-11,2025-09-22,3,2,1
CUST00562,Samantha Lee,37,Female,Monthly,2024-09-03,2025-07-22,0,6,1
CUST00563,Ruth Thomas,28,Female,Yearly,2025-04-07,2026-01-07,19,7,0
CUST00564,Patrick Johnson,31,Female,Yearly,2024-06-15,2025-12-21,22,6,0
CUST00565,Deborah Mitchell,43,Male,Quarterly,2024-01-24,2026-01-01,7,7,0
CUST00566,Debra Wright,55,Female,Monthly,2025-01-04,2026-01-05,9,6,0
CUST00567,Rohan Nelson,39,Female,Monthly,2023-07-19,2025-12-30,19,7,0
CUST00568,Patrick Patel,39,Female,Yearly,2024-11-18,2026-01-01,23,8,0
CUST00569,Amanda Anderson,38,Female,Monthly,2024-11-09,2025-07-05,3,5,1
CUST00570,Donna Robinson,54,Female,Monthly,2023-05-26,2026-01-03,16,5,0
CUST00571,Nicholas Davis,46,Female,Monthly,2024-09-03,2025-10-24,3,1,1
CUST00572,Sarah Gonzalez,43,Male,Yearly,2025-07-26,2025-10-16,2,4,1
CUST00573,Maria Garcia,37,Female,Quarterly,2023-12-29,2026-01-12,19,8,0
CUST00574,James Lewis,29,Male,Quarterly,2023-12-12,2026-01-05,22,6,0
CUST00575,Gary Sharma,42,Female,Monthly,2025-06-07,2025-12-21,22,5,0
CUST00576,Jason Walker,45,Male,Monthly,2024-02-13,2026-01-15,13,8,0
CUST00577,Meera Lee,38,Female,Quarterly,2023-02-06,2025-12-06,32,6,0
CUST00578,Carolyn Thomas,30,Male,Yearly,2024-10-01,2025-08-25,3,3,1
CUST00579,Nicholas Nguyen,42,Male,Monthly,2023-04-04,2025-09-18,0,2,1
CUST00580,Ryan Campbell,22,Female,Quarterly,2025-06-07,2026-01-07,25,9,0
CUST00581,Carol Mehta,32,Female,Quarterly,2023-12-04,2025-12-21,16,7,0
CUST00582,Robert Anderson,46,Male,Yearly,2024-03-08,2025-12-09,10,7,0
CUST00583,Nicholas Hernandez,44,Male,Quarterly,2023-03-18,2025-12-06,22,7,0
CUST00584,Steven Roberts,45,Female,Monthly,2023-04-09,2026-01-14,0,8,0
CUST00585,Michael Hall,26,Male,Monthly,2023-09-11,2025-12-16,3,8,0
CUST00586,Rachel Martinez,49,Male,Quarterly,2023-01-20,2026-01-09,16,8,0
CUST00587,Gregory King,51,Male,Quarterly,2023-10-08,2026-01-09,28,9,0
CUST00588,Shirley Campbell,42,Female,Monthly,2023-08-06,2025-12-08,18,4,0
CUST00589,Betty Roberts,31,Male,Quarterly,2024-02-18,2025-12-20,11,10,0
CUST00590,Donna Hernandez,32,Male,Monthly,2024-03-01,2025-12-16,18,8,0
CUST00591,Kevin Thomas,34,Male,Quarterly,2023-08-15,2025-12-15,31,6,0
CUST00592,Karen Garcia,36,Female,Monthly,2023-07-27,2026-01-01,12,5,0
CUST00593,Ryan Jackson,27,Male,Monthly,2023-12-24,2025-12-28,17,6,0
CUST00594,George Patel,26,Female,Monthly,2023-08-26,2025-11-20,0,4,1
CUST00595,Mary Kumar,17,Male,Quarterly,2024-11-04,2025-08-11,6,4,1
CUST00596,Emma Moore,17,Female,Monthly,2024-12-02,2025-08-21,3,2,1
CUST00597,Stephanie Robinson,37,Male,Monthly,2025-09-06,2026-01-05,28,4,0
CUST00598,Joseph Rodriguez,35,Female,Monthly,2023-11-23,2025-07-03,3,5,1
CUST00599,Kathleen Patel,36,Female,Monthly,2025-02-16,2025-12-07,11,6,0
CUST00600,Patricia Verma,25,Female,Yearly,2023-09-25,2025-12-15,26,7,0
CUST00601,Joseph Reddy,54,Male,Monthly,2024-06-19,2026-01-15,17,6,0
CUST00602,Raymond Verma,17,Female,Quarterly,2024-04-03,2025-12-25,3,4,0
CUST00603,Eric King,36,Female,Quarterly,2025-06-05,2025-12-31,22,4,0
CUST00604,Kathleen Thompson,43,Female,Quarterly,2023-11-01,2025-12-11,14,7,0
CUST00605,Meera Flores,51,Male,Quarterly,2023-11-18,2025-12-16,25,6,0
CUST00606,Karan Young,24,Female,Monthly,2025-10-03,2025-10-08,0,2,1
CUST00607,Michael Allen,31,Male,Quarterly,2025-04-05,2026-01-10,10,7,0
CUST00608,Ryan Lewis,34,Female,Monthly,2025-10-17,2025-11-01,3,3,1
CUST00609,Amy Mitchell,35,Female,Monthly,2025-04-24,2025-07-14,5,2,1
CUST00610,James Gupta,49,Male,Quarterly,2024-09-15,2025-12-11,17,7,0
CUST00611,Anthony Adams,41,Female,Yearly,2025-01-14,2026-01-01,19,8,0
CUST00612,Sneha Robinson,37,Male,Quarterly,2025-08-26,2025-12-23,13,7,0
CUST00613,Catherine Lewis,21,Male,Quarterly,2024-03-30,2025-09-02,4,4,1
CUST00614,Pooja Green,31,Other,Monthly,2025-12-05,2025-12-06,3,1,1
CUST00615,Meera Hernandez,27,Female,Yearly,2025-04-18,2025-06-28,4,4,1
CUST00616,Betty Gonzalez,22,Male,Yearly,2024-03-17,2026-01-03,28,6,0
CUST00617,Catherine Perez,44,Male,Monthly,2023-09-10,2025-12-18,21,6,0
CUST00618,Ryan Nelson,53,Female,Quarterly,2025-10-18,2025-11-19,0,5,1
CUST00619,Stephen Nair,45,Male,Quarterly,2025-11-07,2026-01-04,12,9,0
CUST00620,Alexander Nguyen,31,Male,Yearly,2023-08-01,2025-12-08,20,7,0
CUST00621,Nicole Reddy,32,Male,Yearly,2025-05-07,2025-12-31,24,8,0
CUST00622,Emily Sanchez,16,Other,Yearly,2025-07-16,2026-01-07,28,4,0
CUST00623,Edward Hill,45,Female,Quarterly,2024-09-04,2025-12-11,27,5,0
CUST00624,Divya Lee,29,Female,Yearly,2024-03-21,2025-12-07,9,6,0
